"id","categorie","type_cancer","sous_type","stade","titre","contenu","protocole","effets_secondaires","mots_cles","scenario_patient","reference","est_synthetique","date_creation"
"ONC-011","traitement","sein","HER2 positif métastatique","IV","Traitement de 1ère ligne du cancer du sein HER2+ métastatique","En situation métastatique HER2+, le Trastuzumab + Pertuzumab associés au Docetaxel restent le standard de première ligne depuis l'essai CLEOPATRA. Ce doublet anti-HER2 est maintenu jusqu'à progression ou toxicité inacceptable. En 2ème ligne, le TDM-1 est le standard. Des thérapies plus récentes (Trastuzumab deruxtecan, Tucatinib+Capécitabine+Trastuzumab) sont disponibles dans les lignes ultérieures selon l'accès local.","{""nom"": ""Docetaxel + Trastuzumab + Pertuzumab (1ère ligne métastatique)"", ""medicaments"": [{""nom"": ""Docetaxel"", ""dose"": ""75-100 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Trastuzumab"", ""dose"": ""8 mg/kg (1er) puis 6 mg/kg"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Pertuzumab"", ""dose"": ""840 mg (1er) puis 420 mg"", ""voie"": ""IV"", ""jour"": ""J1""}], ""frequence"": ""Toutes les 21 jours"", ""cycles"": ""6 cycles de Docetaxel, puis maintenance Trastuzumab + Pertuzumab"", ""remarques"": ""Trastuzumab SC (600 mg dose fixe) utilisable comme alternative IV. Surveillance cardiaque.""}","diarrhées (Pertuzumab); neutropénie; fatigue; cardiotoxicité; rétention liquidienne (Docetaxel)","HER2; métastatique; Trastuzumab; Pertuzumab; Docetaxel; CLEOPATRA; 1ère ligne","Femme de 53 ans, cancer du sein HER2+ stade IV (métastases hépatiques et osseuses). Jamais traitée en contexte métastatique. 1ère ligne : Docetaxel + HP x6 cycles, puis maintenance HP. Réponse partielle à 3 mois. Bonne tolérance sous G-CSF préventif.","Guide AMFROM 2024, Chapitre I – Sein métastatique HER2+","False","2026-05-02"
"ONC-012","diagnostic","ovaire","carcinome épithélial","tout stade","Diagnostic et classification des cancers épithéliaux de l'ovaire","Le cancer épithélial de l'ovaire est diagnostiqué dans la majorité des cas à un stade avancé (III-IV) en raison de l'absence de symptômes précoces. Le bilan comprend : échographie pelvienne, scanner thoraco-abdomino-pelvien, marqueur CA-125, et si possible IRM pelvienne. La classification FIGO est utilisée pour le stade. Le type histologique (séreux de haut grade, endométrioïde, clair, mucineux) influence le pronostic et le traitement. Le test BRCA germinale et somatique est recommandé pour tous les stades avancés.","","","ovaire; CA-125; FIGO; BRCA; carcinome épithélial; diagnostic; séreux","Femme de 62 ans, distension abdominale progressive depuis 2 mois. CA-125 = 1200 UI/mL. Scanner : masse ovarienne bilatérale + carcinose péritonéale + ascite. Biopsie par ponction : adénocarcinome séreux de haut grade. Stade IIIC FIGO. Test BRCA demandé.","Guide AMFROM 2024, Chapitre II – Cancers de l'ovaire","False","2026-05-02"
"ONC-013","traitement","ovaire","carcinome épithélial","III-IV","Traitement standard du cancer de l'ovaire avancé : Carboplatine + Paclitaxel","Le traitement des cancers de l'ovaire de stade avancé combine la chirurgie de cytoréduction et la chimiothérapie à base de platine et taxane. La séquence peut être chirurgie première puis chimiothérapie, ou chimiothérapie néoadjuvante (3 cycles) puis chirurgie d'intervalle puis chimiothérapie de consolidation. La chimiothérapie standard est Carboplatine AUC5-6 + Paclitaxel 175mg/m² toutes les 3 semaines pour 6 cycles. En maintenance, selon le profil moléculaire : Bevacizumab (si stade III-IV incomplet ou stade IV), ou Olaparib (si BRCA muté).","{""nom"": ""Carboplatine + Paclitaxel (standard ovaire)"", ""medicaments"": [{""nom"": ""Carboplatine"", ""dose"": ""AUC 5-6"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Paclitaxel"", ""dose"": ""175 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}], ""frequence"": ""Toutes les 21 jours"", ""cycles"": ""6 cycles"", ""remarques"": ""Prémédication anti-allergique obligatoire pour Paclitaxel. Option Bevacizumab ajouté dès J1 en maintenance.""}","neuropathie périphérique; alopécie; neutropénie; thrombopénie; nausées; réaction allergique au Paclitaxel","ovaire; Carboplatine; Paclitaxel; AUC5; chimiothérapie; standard; Bevacizumab; Olaparib","Femme de 65 ans, cancer de l'ovaire stade IIIC séreux de haut grade. Chirurgie de cytoréduction optimale (résidu <1cm). 6 cycles Carboplatine AUC5 + Paclitaxel 175. BRCA muté : maintenance Olaparib 300mg x2/j débutée après chimiothérapie. CA-125 normalisé à C3.","Guide AMFROM 2024, Chapitre II – Ovaire avancé","False","2026-05-02"
"ONC-014","traitement","col_uterin","carcinome épidermoïde / adénocarcinome","localement avancé (IB2-IVA)","Radio-chimiothérapie concomitante standard pour cancer du col localement avancé","Le traitement standard des cancers du col utérin localement avancés est la radio-chimiothérapie concomitante (RCC) à base de Cisplatine hebdomadaire, suivie d'une curiethérapie utérovaginale. Le Cisplatine agit comme radiosensibilisateur. La radiothérapie externe (45 Gy sur le pelvis) est réalisée en 5 semaines. La curiethérapie complète le traitement local sur le col et les paramètres. L'immunothérapie (Pembrolizumab) en première ligne métastatique pour les tumeurs PD-L1 positives améliore significativement la survie globale.","{""nom"": ""Radio-chimiothérapie concomitante (RCC) col utérin"", ""medicaments"": [{""nom"": ""Cisplatine"", ""dose"": ""40 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1 hebdomadaire""}, {""nom"": ""Radiothérapie externe"", ""dose"": ""45 Gy en 25 fractions"", ""voie"": ""externe"", ""jour"": ""5 séances/semaine x5 semaines""}], ""frequence"": ""Cisplatine hebdomadaire x5-6 cures pendant la RT"", ""cycles"": ""5 à 6 injections de Cisplatine"", ""remarques"": ""Suivi par curiethérapie utérovaginale en fin de radiothérapie externe. Hydratation pré-Cisplatine obligatoire.""}","néphrotoxicité (Cisplatine); nausées/vomissements; leucopénie; rectite radique; cystite radique; fistule tardive","col utérin; RCC; Cisplatine; radiothérapie; curiethérapie; localement avancé; Pembrolizumab","Femme de 45 ans, carcinome épidermoïde du col utérin stade IIIB (atteinte paramétrique bilatérale). Bilan : pas de métastases à distance. Traitement : RT externe 45 Gy + Cisplatine 40mg/m² x6 semaines, puis curiethérapie HDR x4 fractions. Réponse complète clinique à 3 mois.","Guide AMFROM 2024, Chapitre II – Cancer du col utérin","False","2026-05-02"
"ONC-015","diagnostic","colorectal","adénocarcinome","tout stade","Bilan diagnostique et moléculaire obligatoire du cancer colorectal","Le bilan initial d'un cancer colorectal comprend : coloscopie avec biopsies, scanner TAP, ACE (antigène carcino-embryonnaire). Pour le rectum : IRM pelvienne obligatoire pour évaluer l'envahissement pariétal et ganglionnaire. Les tests moléculaires sont indispensables avant tout traitement métastatique : statut RAS (KRAS exons 2,3,4 et NRAS exons 2,3,4), BRAF V600E, et MSI/dMMR. Ces résultats conditionnent directement le choix thérapeutique (thérapie ciblée anti-EGFR uniquement si RAS/BRAF sauvage, immunothérapie si MSI-H).","","","colorectal; RAS; KRAS; BRAF; MSI; dMMR; ACE; diagnostic; bilan moléculaire","Homme de 58 ans, rectorragies + perte de poids. Coloscopie : masse du côlon sigmoïde. Anatomopathologie : adénocarcinome bien différencié. Scanner : métastases hépatiques multiples. Tests moléculaires : KRAS muté exon 2, MSS. Stade IV. Pas d'anti-EGFR possible (RAS muté).","Guide AMFROM 2024, Chapitre III – Cancers colorectaux","False","2026-05-02"
"ONC-016","traitement","colorectal","adénocarcinome côlon","III (adjuvant)","Chimiothérapie adjuvante FOLFOX ou CAPOX pour cancer du côlon stade III","Après résection chirurgicale curative d'un cancer du côlon stade III (envahissement ganglionnaire), une chimiothérapie adjuvante est indiquée pendant 6 mois. Les deux standards sont FOLFOX (Oxaliplatine + Leucovorine + 5-FU IV bimensuel) ou CAPOX (Oxaliplatine + Capécitabine orale, toutes les 3 semaines). CAPOX pendant 3 mois est une option pour les stades III de faible risque (T1-3 N1). L'Oxaliplatine ne doit pas être utilisé en cas de neuropathie préexistante sévère.","{""nom"": ""FOLFOX adjuvant"", ""medicaments"": [{""nom"": ""Oxaliplatine"", ""dose"": ""85 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Acide folinique (Leucovorine)"", ""dose"": ""400 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""5-Fluorouracile bolus"", ""dose"": ""400 mg/m²"", ""voie"": ""IV bolus"", ""jour"": ""J1""}, {""nom"": ""5-Fluorouracile perfusion"", ""dose"": ""2400 mg/m²"", ""voie"": ""IV perfusion 46h"", ""jour"": ""J1-J2""}], ""frequence"": ""Toutes les 2 semaines"", ""cycles"": ""12 cycles (6 mois)"", ""remarques"": ""Alternative : CAPOX (Oxaliplatine 130mg/m² J1 + Capécitabine 1000mg/m² x2/j J1-J14) toutes les 3 semaines x8 cycles.""}","neuropathie périphérique cumulative (Oxaliplatine); neutropénie; diarrhées; mucite; syndrome main-pied (Capécitabine); nausées","colorectal; côlon; FOLFOX; CAPOX; Oxaliplatine; 5-FU; adjuvant; stade III","Homme de 64 ans, cancer du côlon droit pT3 pN2 (5 ganglions positifs), résection complète. Stade IIIC. Adjuvant : FOLFOX x12 cycles. Neuropathie grade 2 apparue à C8, dose d'Oxaliplatine réduite de 25%. Fin de traitement sans progression. Surveillance tous les 6 mois, ACE, scanner annuel.","Guide AMFROM 2024, Chapitre III – Colorectal adjuvant","False","2026-05-02"
"ONC-017","traitement","colorectal","adénocarcinome métastatique","IV","FOLFIRI + Bevacizumab en 1ère ligne métastatique colorectal (RAS muté)","En situation métastatique avec RAS muté (KRAS ou NRAS), les anti-EGFR (Cétuximab, Panitumumab) sont contre-indiqués. Le traitement de 1ère ligne repose sur une chimiothérapie intensive + Bevacizumab (anti-angiogénique). FOLFIRI (Irinotécan + Leucovorine + 5-FU) ou FOLFOX associés au Bevacizumab sont les standards. Si BRAF V600E muté : triplet FOLFOXIRI + Bevacizumab est une option pour les patients en bon état général.","{""nom"": ""FOLFIRI + Bevacizumab"", ""medicaments"": [{""nom"": ""Irinotécan"", ""dose"": ""180 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Acide folinique"", ""dose"": ""400 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""5-FU bolus"", ""dose"": ""400 mg/m²"", ""voie"": ""IV bolus"", ""jour"": ""J1""}, {""nom"": ""5-FU perfusion"", ""dose"": ""2400 mg/m²"", ""voie"": ""IV 46h"", ""jour"": ""J1-J2""}, {""nom"": ""Bevacizumab"", ""dose"": ""5 mg/kg"", ""voie"": ""IV"", ""jour"": ""J1""}], ""frequence"": ""Toutes les 2 semaines"", ""cycles"": ""Jusqu'à progression ou toxicité"", ""remarques"": ""Bevacizumab suspendu 4-6 semaines avant toute chirurgie. Surveillance TA, protéinurie, risque thrombotique.""}","diarrhées (Irinotécan); neutropénie; HTA (Bevacizumab); protéinurie; perforation digestive (rare); thrombose","colorectal; FOLFIRI; Bevacizumab; RAS muté; métastatique; 1ère ligne; anti-angiogénique","Femme de 55 ans, adénocarcinome du rectosigmoïde métastatique (foie + poumons). KRAS muté exon 2, MSS. 1ère ligne : FOLFIRI + Bevacizumab. Réponse partielle à 3 mois (réduction >50% des lésions). HTA grade 1 traitée par Amlodipine. Maintien du traitement jusqu'à progression à 14 mois.","Guide AMFROM 2024, Chapitre III – Colorectal métastatique","False","2026-05-02"
"ONC-018","diagnostic","poumon","CBNPC","tout stade","Bilan moléculaire obligatoire avant traitement du CBNPC","Avant tout traitement d'un cancer broncho-pulmonaire non à petites cellules (CBNPC) avancé, un typage moléculaire complet est impératif. Les tests à réaliser systématiquement : mutations EGFR (exons 18-21), réarrangements ALK et ROS1 (FISH ou IHC), mutation BRAF V600E, amplification/mutation MET exon 14, fusion NTRK, RET. Expression PD-L1 (score TPS). Ces résultats déterminent la stratégie thérapeutique : thérapie ciblée si driver oncogénique identifié, immunothérapie si PD-L1 élevé et absence de driver.","","","CBNPC; poumon; EGFR; ALK; ROS1; BRAF; MET; PD-L1; typage moléculaire; NGS","Homme non-fumeur de 52 ans, toux chronique + douleur thoracique. Scanner : masse hilaire droite avec adénopathies médiastinales. Biopsie : adénocarcinome pulmonaire. NGS : mutation EGFR exon 19 (délétion). PD-L1 10%. Stade IIIB. Traitement par ITK anti-EGFR (Osimertinib) débuté.","Guide AMFROM 2024, Chapitre IV – CBNPC","False","2026-05-02"
"ONC-019","traitement","poumon","CBNPC EGFR muté","III-IV","Osimertinib — standard de 1ère ligne pour CBNPC EGFR muté","L'Osimertinib (inhibiteur de tyrosine kinase de 3ème génération) est le traitement standard de première ligne pour les CBNPC avec mutation EGFR activatrice (délétion exon 19 ou L858R exon 21). Il bloque à la fois les mutations sensibilisantes et la mutation de résistance T790M. L'étude FLAURA a démontré sa supériorité sur les ITK de 1ère génération en survie sans progression et survie globale. Dose : 80 mg par jour en continu, per os. Prise en charge de longue durée jusqu'à progression ou toxicité intolérable.","{""nom"": ""Osimertinib 1ère ligne EGFR muté"", ""medicaments"": [{""nom"": ""Osimertinib"", ""dose"": ""80 mg/jour"", ""voie"": ""orale"", ""jour"": ""continu""}], ""frequence"": ""Continu, 1 comprimé/jour"", ""cycles"": ""Jusqu'à progression"", ""remarques"": ""Bilan hépatique et ECG avant traitement. Surveillance pneumopathie interstitielle (rare mais grave).""}","diarrhées; rash cutané acnéiforme; paronychia; sécheresse cutanée; pneumopathie interstitielle (rare); allongement QT","poumon; CBNPC; EGFR; Osimertinib; ITK; 1ère ligne; FLAURA; T790M","Femme non-fumeuse de 47 ans, adénocarcinome pulmonaire stade IV (métastases osseuses + pleurésie), EGFR délétion exon 19. Traitement : Osimertinib 80mg/j. Réponse rapide à 1 mois (disparition de la pleurésie). Rash grade 1 traité par crème hydratante. Progression à 22 mois (mutation C797S détectée sur ADN circulant).","Guide AMFROM 2024, Chapitre IV – CBNPC EGFR+","False","2026-05-02"
"ONC-020","traitement","poumon","CBNPC sans driver, PD-L1 élevé","IV","Pembrolizumab en monothérapie pour CBNPC PD-L1 ≥50% sans driver","En l'absence de driver oncogénique connu et pour les tumeurs avec expression PD-L1 ≥50% (score TPS), le Pembrolizumab en monothérapie est le standard de première ligne. L'étude KEYNOTE-024 a démontré sa supériorité sur la chimiothérapie à base de platine. Pour les PD-L1 entre 1-49%, la chimio-immunothérapie (Pembrolizumab + chimiothérapie) est préférée. Pour les PD-L1 négatifs : chimiothérapie seule.","{""nom"": ""Pembrolizumab monothérapie (PD-L1 ≥50%)"", ""medicaments"": [{""nom"": ""Pembrolizumab"", ""dose"": ""200 mg"", ""voie"": ""IV"", ""jour"": ""J1 toutes les 3 semaines""}], ""frequence"": ""Toutes les 3 semaines"", ""cycles"": ""Jusqu'à 2 ans ou progression"", ""remarques"": ""Alternative dose : 400mg toutes les 6 semaines. Surveillance auto-immunité (thyroïdite, hépatite, pneumopathie).""}","fatigue; hypothyroïdie; pneumopathie immuno-induite; colite; hépatite; rash","poumon; CBNPC; Pembrolizumab; PD-L1; immunothérapie; 1ère ligne; KEYNOTE-024","Homme de 67 ans, fumeur, carcinome épidermoïde du poumon stade IVB. PD-L1 TPS=75%, EGFR/ALK négatifs. Traitement : Pembrolizumab 200mg toutes les 3 semaines. Réponse partielle à C3. Hypothyroïdie grade 2 à M4, Lévothyroxine débutée. Maintien du Pembrolizumab. Progression à 18 mois.","Guide AMFROM 2024, Chapitre IV – CBNPC sans driver","False","2026-05-02"
"ONC-021","traitement","ORL","UCNT du cavum","localement avancé","Radio-chimiothérapie concomitante pour UCNT du cavum","Le carcinome indifférencié du nasopharynx (UCNT/cavum) est traité par radiothérapie externe sur le nasopharynx et les aires ganglionnaires cervicales (70 Gy sur la tumeur, 50-60 Gy sur les ganglions), associée à une chimiothérapie concomitante au Cisplatine. Pour les stades localement avancés, une induction par chimiothérapie (TPF ou GP) peut précéder la RCC. L'association EBV-lié est fréquente dans cette région (Maroc, Maghreb) et constitue un marqueur de suivi (ADN EBV plasmatique).","{""nom"": ""RCC cavum (Cisplatine + RT)"", ""medicaments"": [{""nom"": ""Cisplatine"", ""dose"": ""100 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1, J22, J43""}, {""nom"": ""Radiothérapie IMRT"", ""dose"": ""70 Gy en 33-35 fractions"", ""voie"": ""externe"", ""jour"": ""5 jours/semaine""}], ""frequence"": ""Cisplatine toutes les 3 semaines x3, RT quotidienne x7 semaines"", ""cycles"": ""3 cycles de Cisplatine concomitants"", ""remarques"": ""Hydratation pré-Cisplatine indispensable. Surveillance audition (ototoxicité). ADN EBV comme marqueur de réponse.""}","mucite; xérostomie (sécheresse buccale); dysphagie; ototoxicité; néphrotoxicité; neutropénie","cavum; UCNT; nasopharynx; Cisplatine; radiothérapie; IMRT; EBV; ORL","Homme de 35 ans, syndrome de la fosse nasale + adénopathies cervicales bilatérales. IRM : masse du nasopharynx envahissant la base du crâne. EBV ADN positif. Stade IVA. Traitement : RCC (Cisplatine 100mg/m² x3 + RT 70 Gy IMRT). Mucite grade 3 à S4, nutrition entérale temporaire. Réponse complète à 3 mois.","Guide AMFROM 2024, Chapitre V – UCNT du cavum","False","2026-05-02"
"ONC-022","traitement","prostate","résistant à la castration","métastatique","Traitement du cancer de prostate métastatique résistant à la castration (mCRPC)","Le cancer de prostate métastatique résistant à la castration (mCRPC) se définit par une progression biologique ou clinique malgré une testostéronémie de castration (<50 ng/dL). Les options thérapeutiques validées en première ligne : Abiratérone (inhibiteur de la synthèse des androgènes, 1000 mg/j + Prednisone 5mg x2/j) ou Enzalutamide (antagoniste du récepteur aux androgènes, 160 mg/j). En deuxième ligne, Docetaxel (75 mg/m² J1 toutes les 3 semaines + Prednisone) ou Cabazitaxel pour les patients préalablement traités par Docetaxel.","{""nom"": ""Abiratérone + Prednisone (mCRPC 1ère ligne)"", ""medicaments"": [{""nom"": ""Abiratérone acétate"", ""dose"": ""1000 mg/jour"", ""voie"": ""orale"", ""jour"": ""à jeun""}, {""nom"": ""Prednisone"", ""dose"": ""5 mg x 2/jour"", ""voie"": ""orale"", ""jour"": ""continu""}], ""frequence"": ""Continu"", ""cycles"": ""Jusqu'à progression"", ""remarques"": ""À prendre à jeun (1h avant ou 2h après repas). Surveillance TA, kaliémie, bilan hépatique. Analogue LH-RH maintenu.""}","HTA; hypokaliémie; œdèmes; élévation des transaminases; fatigue; rétention hydrosodée","prostate; mCRPC; Abiratérone; Enzalutamide; Docetaxel; résistant castration; androgènes","Homme de 72 ans, cancer de prostate Gleason 9, traité par analogue LH-RH depuis 2 ans. PSA en augmentation (12 → 45 ng/mL) malgré testostéronémie à 15 ng/dL. Métastases osseuses multiples. Diagnostic mCRPC. Traitement : Abiratérone 1000mg/j + Prednisone. PSA en baisse de 70% à 3 mois. Stabilité osseuse à 12 mois.","Guide AMFROM 2024, Chapitre VII – Cancer de la prostate","False","2026-05-02"
"ONC-023","traitement","melanome","BRAF V600E muté","IV","Thérapie ciblée anti-BRAF + anti-MEK pour mélanome BRAF V600E muté","Environ 40-60% des mélanomes présentent une mutation BRAF V600E. Dans ce cas, la thérapie ciblée anti-BRAF + anti-MEK représente une option de 1ère ligne puissante avec des taux de réponse élevés. Trois associations sont validées : Dabrafenib + Trametinib, Vemurafenib + Cobimetinib, Encorafenib + Binimetinib. L'immunothérapie (Nivolumab + Ipilimumab) doit être préférée en 1ère ligne selon les données de l'étude DREAMSEQ, car elle permet de meilleures réponses durables à long terme, avec séquence anti-BRAF/MEK à la progression.","{""nom"": ""Dabrafenib + Trametinib (mélanome BRAF V600E)"", ""medicaments"": [{""nom"": ""Dabrafenib"", ""dose"": ""150 mg x 2/jour"", ""voie"": ""orale"", ""jour"": ""continu""}, {""nom"": ""Trametinib"", ""dose"": ""2 mg/jour"", ""voie"": ""orale"", ""jour"": ""continu""}], ""frequence"": ""Continu"", ""cycles"": ""Jusqu'à progression"", ""remarques"": ""Ne pas combiner avec pamplemousse (interaction CYP). Surveillance ophtalmologique (uvéite possible). Fièvre fréquente sous Dabrafenib.""}","fièvre; arthralgies; rash; fatigue; HTA; rétinopathie (Trametinib); papillomes cutanés (Dabrafenib seul)","mélanome; BRAF; V600E; Dabrafenib; Trametinib; thérapie ciblée; anti-MEK; DREAMSEQ","Homme de 49 ans, mélanome cutané BRAF V600E muté, métastases hépatiques et cérébrales. Décision : immunothérapie en 1ère ligne (Nivolumab + Ipilimumab). Progression cérébrale à 8 mois. 2ème ligne : Dabrafenib + Trametinib. Réponse rapide sur les métastases cérébrales à 6 semaines.","Guide AMFROM 2024, Chapitre VIII – Mélanome BRAF muté","False","2026-05-02"
"ONC-024","traitement","estomac","adénocarcinome gastrique","résécable (périopératoire)","Chimiothérapie périopératoire FLOT pour cancer gastrique résécable","Pour les cancers gastriques et de la jonction œso-gastrique résécables (stades IB-III), la chimiothérapie périopératoire est le standard actuel en remplacement de l'ancien protocole ECF/ECX. Le protocole FLOT (Docetaxel + Oxaliplatine + Leucovorine + 5-FU) a démontré une supériorité significative en survie globale. Le schéma est : 4 cycles avant chirurgie + 4 cycles après chirurgie. Test HER2 et PD-L1 systématiques avant traitement.","{""nom"": ""FLOT périopératoire"", ""medicaments"": [{""nom"": ""Docetaxel"", ""dose"": ""50 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Oxaliplatine"", ""dose"": ""85 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Acide folinique"", ""dose"": ""200 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""5-Fluorouracile"", ""dose"": ""2600 mg/m²"", ""voie"": ""IV perfusion 24h"", ""jour"": ""J1""}], ""frequence"": ""Toutes les 2 semaines"", ""cycles"": ""4 cycles préop + 4 cycles postop"", ""remarques"": ""G-CSF recommandé. Évaluation tumorale après 4 cycles avant chirurgie. Délai chirurgie 4-6 semaines après dernier cycle.""}","neutropénie fébrile; neuropathie (Oxaliplatine); diarrhées; nausées; alopécie; mucite","estomac; gastrique; FLOT; Docetaxel; Oxaliplatine; périopératoire; résécable","Homme de 61 ans, adénocarcinome de la jonction œso-gastrique cT3 N1 M0 (stade IIIA). HER2 négatif. Traitement : FLOT x4 préop (bon tolérance, neuropathie grade 1). Évaluation : réponse partielle, chirurgie réalisée (gastrectomie totale + curage D2). FLOT x4 postop complété. Survie sans rechute à 30 mois.","Guide AMFROM 2024, Chapitre III – Cancer gastrique","False","2026-05-02"
"ONC-025","traitement","GIST","tumeur stromale gastro-intestinale","localisé haut risque / métastatique","Imatinib dans les GIST — adjuvant et métastatique","Les GIST (tumeurs stromales gastro-intestinales) sont chimiorésistantes aux protocoles conventionnels. Leur traitement repose sur les inhibiteurs de tyrosine kinase. L'Imatinib (400 mg/j) est le traitement de référence en adjuvant (3 ans pour les GIST à haut risque de rechute, mutation KIT exon 11 en particulier) et en situation avancée/métastatique. La mutation doit être identifiée avant traitement : les GIST PDGFRA D842V et les GIST sans mutation (wild-type) ne répondent pas à l'Imatinib.","{""nom"": ""Imatinib (GIST)"", ""medicaments"": [{""nom"": ""Imatinib"", ""dose"": ""400 mg/jour (800 mg si exon 9)"", ""voie"": ""orale"", ""jour"": ""continu""}], ""frequence"": ""Continu"", ""cycles"": ""3 ans en adjuvant, indéfini en métastatique"", ""remarques"": ""GIST PDGFRA D842V : Avapritinib est l'option (non-répondeur à Imatinib). 2ème ligne : Sunitinib. 3ème ligne : Regorafenib.""}","nausées; œdèmes périorbitaires; crampes musculaires; diarrhées; rash; anémie","GIST; Imatinib; KIT; PDGFRA; sarcome; ITK; adjuvant; métastatique","Homme de 55 ans, GIST gastrique de 8 cm réséqué, KIT exon 11 muté, indice mitotique 8/50 HPF. Risque élevé de rechute. Adjuvant : Imatinib 400mg/j x3 ans. Tolérance correcte (œdèmes légers, crampes). Pas de rechute à 4 ans de suivi.","Guide AMFROM 2024, Chapitre III – GIST","False","2026-05-02"
"ONC-SYN-026","traitement","sein","HER2 positif","I (pT1c pN0)","Cancer du sein HER2+ stade I — désescalade thérapeutique","En situation néoadjuvante pour les cancers du sein HER2+ à partir du stade II, le double blocage anti-HER2 (Trastuzumab + Pertuzumab) associé à la chimiothérapie est le standard. Les anti-HER2 ne doivent jamais être administrés en même temps que les anthracyclines (risque cardiotoxique). Ils sont introduits dès le premier cycle de Docetaxel. L'objectif est d'obtenir une réponse histologique complète (pCR) qui conditionne le traitement post-chirurgical.","{""nom"": ""EC100 → Docetaxel + Trastuzumab + Pertuzumab"", ""sequence"": [{""phase"": ""Phase 1 (anthracyclines)"", ""medicaments"": [{""nom"": ""Épirubicine"", ""dose"": ""100 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Cyclophosphamide"", ""dose"": ""500 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}], ""frequence"": ""Toutes les 21 jours"", ""cycles"": ""3 à 4 cycles""}, {""phase"": ""Phase 2 (taxane + anti-HER2)"", ""medicaments"": [{""nom"": ""Docetaxel"", ""dose"": ""100 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Trastuzumab"", ""dose"": ""8 mg/kg (1er cycle) puis 6 mg/kg"", ""voie"": ""IV"", ""jour"": ""J1""}, {""nom"": ""Pertuzumab"", ""dose"": ""840 mg (1er cycle) puis 420 mg"", ""voie"": ""IV"", ""jour"": ""J1""}], ""frequence"": ""Toutes les 21 jours"", ""cycles"": ""3 à 4 cycles""}], ""duree_totale"": ""6 à 8 cycles au total"", ""remarques"": ""Anti-HER2 débutés au 1er cycle de Docetaxel uniquement. Chirurgie dans les 3 semaines après fin de chimio.""}","neutropénie fébrile; alopécie; nausées/vomissements; cardiotoxicité (surveillance FEVG); neuropathie périphérique","sein; HER2; EC100; Docetaxel; Trastuzumab; Pertuzumab; néoadjuvant; double blocage","Femme de 39 ans, nodule de 1,8 cm sein gauche, HER2 3+, pN0 après chirurgie conservatrice. Pas de traitement néoadjuvant. Décision RCP : schéma Tolaney (Paclitaxel hebdomadaire x12 + Trastuzumab 1 an). Bonne tolérance. Pas de rechute à 3 ans.","Guide AMFROM 2024, p.13-14","True","2026-05-02"
